rash (usually among children),ènyǐ
reproach | insult,ènyigã̀
small insect,ènyǐ kuci
crane,epa
leather | hide | skin | sometimes paper,epà
floor-pounder,èpa
bundle (of corn),èpa
grass used for binding,epàkó
spoiling,èpe
width | breadth | broadness,epè
width,epègò
tree-squirrel | (idiom) shrewd sharp-eyed person,èpiági
fish species,èpĩn
slap,èpĩn
seeds of the pàràgi melon,epĩ́n
castrated animal,èpó
coarse grass like guinea-corn,èpò(kó)
rupture,èpógi
coarse grass like guinea-corn,èpùkó
upturned calabash used to drum on,èpũn
witness | seal | sign | mark,èrǐ
runners,erí
difference | sign,èríkpé
gift | present | donation,eriatwa
cooked yam,èrǔ
medicine made from many kinds of roots,èrwà
funnel,èrwa
dwarf | deformed person,erwagi
chair | bench | stool | seat | saddle,èsá
seine (fishing net),esa
pole formerly used to impale prisoners,esa
distaff,esa
fermentation,èsa
niceness | prettiness,èsà
midnight,èsà
grass used for thatching and brooms,èsàgi
bristly foxtail grass (Setaria pallidifusca),èsàgi lùkó
fillet | headband,èsàgi
grass formerly used to make local salt (ligàma),esatà
salt,esã
bell,èsã́
bird's nest,èsã́
news | tidings,esã̀
ankle rattles for dancing,èsã̀
shaking | moving,esã̀
tiredness | feverishness,èsã̀
water weed,esãvogi
plant (seeds used to make sauce),esò
last bead on a string,èso
hiding place,èsóbà
grass species,esògi lùkó
breath,esũn
tomorrow,èsũn
island,esũ̀n
row | line,esũ̀n
annoyance,esũngã
section | division | department,èswà
gill net,eʃé
spirit,èʃè
score | twenty,eʃi
dog,eʃì
jackal,eʃì wàwàgi
waist | hip,eʃĩ́n
gap (in cloth),èta
pain,etã́
paddle | oar,etè
head | top | end | point,etí
wound | ulcer | abscess,etĩǹ
grass used for thatching and tying yam bundles,etó
king | ruler,etsu
hammer,ètsu
moon | mouth,etswa
smell | odour | stench,etswã́
work | duty | labour,etũn
pestle,etũ̀n
snake | serpent | reptile,ewa
money | cowry | cash,ewó
garment | robe | shirt,èwò
lake,ewõ̀n
pregnancy,ewõn
year,eya
canoe | boat,eya
friend | companion,èyà
eye | face | side,eyé
name,eye
nose,eyè
sun,eyi
reed | double-reed instrument,eyígi
cereal,eyì
cane | reed,eza
body of a garment,ezà
person | fellow | individual,ezà
camwood,ezà
journey | walk | travel | march,ezã̀
conversation | gossip,èzàbà
runner (runs before a horseman),ezãgi
salutation for Ndǎ kútí,èzò
medicine rubbed on the face to find a thief,ezò
perseverance | persistence,ezò
cowpeas,ezo
end | finish,ezobà
perforated oven (for smoking fish),ezũn
potters' clay,ezũ̀n
dead cinders,èzũn
crotch of the legs,èzũn
roof | thatch,èzũ̀n
stitch (sharp side pain),èzũ̌n
open-mesh cloth,ezũngi
woof of cloth,èʒe
catfish,eʒè
answer | reply,èʒè
game like drafts,èʒegi
city | town,eʒì
egg,eʒì
cage trap,eʒĩn
whirlpool | eddy,èʒĩ̌n
shame,eʒìsa
to rest | be quiet | hush,fá
indeed (emphasis in negative/interrogative),fa
to be dry,fá
to be covetous | to be greedy,fàboyé
farmhand | servant,fàci
spread of mats | lounge | sofa,fadà
daybreak | early dawn,fáfá
vine species | poisonous drink,fàfákũn
clam (like oyster),fàfákũn
very (quickly),fàfànyǐ
very (wide),fǎfǎnyí
jews’ harp (guinea-corn internode),fàkàfàkà
sawing action,fàkàfàkàyǐ
main work | important work,fàkó
everywhere,fálafàlayí
loafer,fàngbalú
crepe handkerchief (red/black/white),fángi
grass species (bulb root),fángi 'tí bǒkũ̀n
very (quickly),fànyǐ
very (wide),fǎnyí
very (much),fànyǐ
completely,fányǐ
to please | amuse | comfort | pacify,fá nyãgbã̀n
spirit | ghost | apparition,fàra
very (much),fàràrà
boast | brag,fári
restlessness | nervousness,fàrìgàba
petty Hausa trader,fatàke
ridicule,fàtàwa
fatiha (opening chapter of Koran),fátíya
to be attractive | cause to covet,fàyě
to slice | skim off,fã́
to roll up (mat),fã
to be easy | light | nimble,fã
to strip,fã
to slip through | lose grasp,fã
to be warped,fã̀
bribe | small gift,fãdãnci
very (pretty),fã́gã̀kóyí
very (baggy),fã̀kũ̀n
poker,fã̀nã̌
snake species (very fast),fã́wa
knowledge | sense | cleverness,fã̀yínta
to continue,fé
to sit,fé
to keep | observe (fast),fé
to pluck | pick,fe
to cave in | break through,fe
to skin,fè
to cover | head (drum),fè
to observe Ramadan fast,fé ázũn
purposely,fèbà
to sit down | dwell,fédũ̀n
circular mat cover,fefe
completely,fegé
whining,fegítí
giant hollow grass,fekunfe
senseless,fèlanla
small (hill),fèlělègǐ
completely,félényí
completely,fém
to mourn the dead,fé mbà dũ̀n
completely,fényí
corn leaves,féré
fish trap,féré
cheap mat cover,fèrè
small whistle,fèrè
thin (wood/paper),fèrègi
fan,fètswã́
to bear (groundnuts),fi
plural “to be”,fi
to fill into,fi
to spring (trap),fi
to drift,fia
despising,fiàcia
iron incrustations,fiàfiagi
little (quantity),fiágǐ
to be scarce,fiálià
thin (paper/boards),fiáliá
to despise,fiàmi
quietly | softly,fiányí
flutteringly,fiàfiàfiàfiàyǐ
thin,fiágiáfiágiágǐ
tree species,fiãci
completely,fiã̌ fiã̌ nyí
quickly,fiã́nyǐ
surface skin (leather/leaves),fiã̀niã̀
horse disease,fidà
to lock | cover,fidã
to be small,fidã
to thread (loom),fi 'dě
small (hole),fífígǐ
tree species,fìfíníkóci
small (hole),fígǐ
senna plant,filasiko
Fulani,Filàni
open space | plain,fili
report | news,fìlǐ fìrǐ
indeed | truly,fìlínyí
to drink | absorb | smoke,fĩ́n
to tie | splice,fĩ́n
to sweep | brush,fĩǹ
small snake,fĩndzũ̀ngi
shadow | phantom,fĩnfĩ́ngi
edible weed,fíngi
small red/black bird,fĩ́nnãwúgi
leaf | bush | herb,fini
large leaf (tie kola nuts),finikó
fish species (inedible),fĩnnyã̀
sky,fĩntí
small rat,fĩntsúgi
to hurry,fĩ́nyé
threshing floor,finzo
climbing bean,fìnzo
to fall on,fipà
eye tooth,fíra
report | news,fìrǐ
small (hole),fírífírígǐ
restless | nervous,fìrìgita
catfish,fisã̀
sky,fìtí
lamp | candle | lantern,fìtíla
trouble | annoyance,fìtínã
revenue | customs duty,fíto
to do needlework,fiyé
to push | thrust in,fó
to be free from | deliver,fo
to wash clothes,fo
weakness,fobi
to wait | expect,fòfò
very (perforated),fófofónyí
small red dove,fofogi
to sit on haunches,fofòrò
lightly | springily,fófônyǐ
to weave mats,fófù
wedding day,fogò
clap-net,fomã
empty | vacant,fonyí
light,fonyí
hollow,foro
tree species,fòro
burrowing insect,fòro
training | punishment,fòro
sitting on haunches,fòròfo
hollow,fòròfoto
to impale,fósa
to smell,fòyè
small (hole),fóyígǐ
to splash | bounce,fú
to go down (swelling),fú
to be irritable,fú
to be foamy,fu
to be quiet,fu
to roll up (clothes),fù
to throw | pelt,fù
to jump | leap,fù
to bathe,fù
to stitch | baste,fù
to be bald,fù
to shrink,fùba
tree species,fùci
packing grass bags,fúfù
early morning,fǔfǔnyí
springily,fúfûnyǐ
gourd horn,fùgbà
young,fugi
breathlessness,fùka
raw,fùkà
to tickle,fú kyàryangi
everywhere,fúkufùkuyi
cap,fùla
everywhere,fúlafùlayi
fresh,fumfúrú
to be filled,funîn
anger,funtsu
early morning,fǔnyí
to rise (foam/hair),fùnyǐ
guinea-corn balls,fura
hairy | downy,fùràgi
completely,fúrànyǐ
tobacco flower,fùre
leap,fùrù
very (fast),furu
grey dappled horse,fùrùde
leaping,fùrùdzà
hairy | downy,fùrùyǐ
jumping,fùrùyí
anger | rage,fuʃi
face | appearance,fúʃíka
foam | froth,futanfu
spongy,fùtù
string of beads (waist),fùyà
to be damp | cold,fuyèkò
very (badly, stench),fwã̂ nyǐ
to tickle,fwã́ kiàriangi
soundly,fwãnyí
should (imperative),gá
that (adj.),gá
to replace | to revenge,gá
to be entangled | caught,gá
will | would | shall | should,gà
to separate | scatter | scratch,gà
lion,gábá
red lynx,gábá dzúrúgi
front,gàba
body,gába
tree species (Gambia pods),gàbàruwa
shrub used to make perfume,gàbàruwan kasà
to judge | decide | arbitrate,gábó
rank (king’s courtier) + salutations listed,gàbǐ séyídi
rank (king’s courtier) + salutations listed,gàbǐ tsówa
witch | sorcerer,gǎci
openly,gádá
cutlass | mattock,gada
separately,gádagàdayi
excitable,gàdàgàdà
vendors’ call for boiled yam,gadangba èlǔtùyà
leisurely,gadagbo
potto (Periodictus potto),gàdàgi
shrew| salutation rank Tsadukó,gàdànjì
tree species,gàdũ̀nci
design in embroidery,gáfià
forgiveness | pardon,gáfára
bird species,gàfù
pride | showiness,gagà
separately,gàgàgàgàgàyǐ
very (large),gagagugù
very (large),gagányã̀go
large,gagara
very (large),gagbayí
to replace | to revenge,gágbá
large,gàgbè
marabou,gàjĩn
dam,gàkpã̀n
nap/down from cloth,gǎla
chamberlain (salutation Tómã́),gàlàdǐmã
very (spread out),gálagàlayí
screech owl,gàlúgi
do not | must not,ga...mã
small,gamugi
counsel,gánàwa
hunters’ salutation (“judge between animals”),gǎ 'nã bó
whole | entire,gàngari
very (large),gàndìgàndǐ
edgewise,gàngà
pointed cap,gangafa
3rd month (Muslim year),gànì
traditional mixed dance,gànì
head shroud (obsolete),gántárìgǐ
quickly,gànyǐ
staringly,gǎnyí
rank among native princes (salutation Adídia),gárà
Igala (language/people),gárà
long,gara
instead | rather,gàrà
eye tooth,gàrà
spear,gàrà
highway robbery,gará
vine species,gàràfini
separately,gáragàrayi
restless,gárágáráyí
very (long),garagarayi
long (very long: garakóyí/garayǐ),garagǐ
handspring | somersault,garagi
slang for beer,gárági
small,gárágǐ
large green scorpion,garánta
rolling | tossing,garasa
swinging kick,gàrǎsà
haste | speed,gàràʒe
cassava flour,gàri
salutation rank Sonlawo,gàringwaza
red dye,gàrǔwa
welcome present,gaʃi
salutation rank Soje,gata
salutation rank Tswaʃià,gatè
flat-footedly,gátegàteyǐ
decayed meat/fish,gàvò
food from corn,gàwàgi
small,gàwàgi
bravo | well done,gawamã
very (large/long),gawuyǐ
excrement (v. jĩn gáyìti),gáyìti
tree species,gayà
very (much),gáya
large,gazari
grass species,gàzũnmã
grass species,gàzũnmã baagi

to divide | distribute,gã́
to pass | surpass,gã
to say,gã̌
to speak | tell,gã̀
come in,gã bě
to repeat (“speak again”),gã̀ be
allegory,gã̀cĩǹ
half,gã́dã
come in | enter,gãdã
bed,gãdo
leather book case | school bag,gã́fã́ka
half (to halve),gá`fi
to talk,gãgã̀
to be too much | excessive,gãgã
upright post/support,gãgã
to blaspheme,gãgã̀ dèdè
tightly,gã́gã́gã́gã́yí
salutation rank Gãndzòkó,gãgã langbà
doubt,gã̌ gã̌ nyí
very (warm),gã́gã́yí
very (much),gãgãyí
questioning | asking,gã̀gbĩ̌n
thin,gã́gúgǐ
to escape (“pass the hand”),gãgwa
too much (to carry),gã́gwa
long time,gãká
crowned crane,gãkṹn
because | for,gã̀mǎ gã̀maʃi
to be better | surpass,gãmã́
straw granary,gã̀mã̌
proverb | wise saying,gã̀mã̌ gã́
lie | falsehood,gã̀mã̌ nã́
to meet,gã́mã̀wa
stork,gãmãngi
Kambari people,Gãmbãri
help | assistance (v. jĩn gã́mi),gã́mi
law | order | commandment,gã̀mi
charm against evil eye,gã̀mi
large white-ant hill,gãnã
awn of maize | beard,gã̀nã̀
competing,gã̀nã̀sà
dispute,gã́ndã́mã
hare,gãnã̀gi
refusing,gã̀nã̀vǒ
awn of maize,gã̀nã̀wàsà
now | at last,gã́ncĩn
customary price for drummer,gã́ndú
headman | overseer,gãndzò
salutation rank Tsoyída,gãndzò bìsã́
very (spread out),gã́nigã̀niyí
salutation (chief of Yetí),gã̀ngaʒèmã
warning,gã̀ngbà
alike | together,gã́ní
treason | rebellion,gã́nigã̀
to reproach | insult,gã̀...nyi
staringly | stupidly,gãnyí
very (large),gã́nyigã̀nyǐ
large white-ant nests,gãrã
to scatter,gãsã
thin,gã́sã́gǐ
truth | certainty | righteousness,gã̀sìkiya (variants)
to foretell | prophesy,gã̀ ʃiʃì
to be too long,gã̀ya
molar tooth,gã̀ʒè

to draw | drag,gbá
to cover | border | fringe,gbá
to read,gba
to trace | follow | worship,gba
to agree | submit,gba
two thousand,gbǎ
to dig | burrow,gbà
to be insufficient | short,gbà
palm tree with edible fruit (mats leaves),gbàci
wide-mouth water pot,gbada
streak,gbada
salutation rank Nã́kojí,gbàdǎrìgì
very (tough),gbǎdi
design in embroidery,gbǎdigi
conceit,gbàdo
fancy bead,gbàdu
to bind on (sash),gbàdzǎ
to slap (face),gbádzú
refuse dump,gbǎdzwa
one who won’t work,gbǎfàdùrià
sound of falling flat,gbàgàdàyǐ
sound of heavy blacksmithing,gbágàgbágà
very (large),gbágálá
very (large),gbágálásá
shackles | fetters,gbagbá
very (large),gbǎgbà
sound of heavy blacksmithing,gbágbâ
very (small),gbàgbà
children’s game,gbàgbà
cinch ring,gbagbádĩndĩn
throbbingly,gbágbágbâyǐ
very (large),gbagbagbayǐ
small,gbàgbàngi
lizard species,gbǎgbǎlû
very (wide),gbagbara
pure,gbagbara
very (high/tall),gbagbarayǐ
rank among native princess (salutation Nã̌ kpàki),gbàgbǎrukù
only | alone,gbǎgi
very (hard),gbágakóyí
very (tough),gbágo
guinea-corn cultivar,gbǎgù
tree species (kills nearby trees),gbágũn
haversack,gbagũnmã̀
to steal (“drag the hand”),gbágwa
to embrace,gbàgwa
rank + salutation Kyadya/Kobo,gbǎjìbǒ
very ferocious snake,gbàkárá
very (large),gbǎkàrà
salutation rank Lémã,gbǎkàrà
old,gbakó
clam species,gbakó
divining charm,gbàkò
stomach | belly | womb,gbàkó
cheek,gbakũn
wild pig,gbàkũn
salutation rank Bèlě,gbàkũn bǒci
grass species (feathery head),gbakũnkó
large gourd,gbàla
wall,gbàla
bird species (“fig tree bird”),gbalú
very (hard),gbálàgà
fish species,gbàmã̌
very (large),gbámputu
unfilled,gbǎnce
wild fig tree,gbanci
old | aged,gbàncàlyà
bare spot where nothing grows,gbàndǎbà
fillip,gbàndòrǒgi
very (large),gbàndòròkóyí
very (large),gbángágbàngà
completely | entirely,gbangba
duck | goose,gbàngbǎ
wave | ripple,gbàngbǎ
large European basin,gbángbámí
only | alone,gbángbángi
tightly | securely,gbàngbànyǐ
spleen,gbángbárà
large bean used as rattle,gbángbárà
bean,gbángbáràgi
okra+beans sauce,gbàngĩnnì
loin cloth,gbàngĩnnì
fruit of mã̀gaci tree,gbangogògi
two tribal marks on cheek,gbangúbà
fish species,gbánkókó
collecting palm wine,gbankùrù
now,gbání
very (dry),gbánsáwú
dark red/white fowl,gbàntá
very (large),gbántì
perseverance,gbànyã
to try | persevere,gbànyãdzǔ
very (great/large),gbǎnyã̀kã̀ludò
tightly | securely,gbànyǐ
sharp “slap/crack” sound,gbânyǐ
very (much),gbányí
long,gbara
haste | speed,gbǎrá
fillip/crack sound,gbará
lizard,gbàrà
large hoop for roofing,gbàràgàdà
sound of falling flat,gbàràgàdàyǐ
striped field mouse,gbárági
large river enclosure for trapping fish,gbàrǐgbà
design in embroidery,gbárò
standing| charm that makes a stick stand upright unsupported,gbàrǒ
hand spring,gbàrǒkoko
young man| youth| lad,gbǎrúfù
(hand spring) see gbàrǒkoko,gbàrǔkoko
very famous doctor (long ago),gbǎrukú
staringly| stupidly,gbárúnyí
dead/dried leaves,gbasa
very (large),gbásákóyí
tree species,gbàʃì
debt,gbàtà
rank among followers of Makũn (salutation Daniyã̀),gbàtà
rubbish| dirt washed away by rain,gbǎtì
salutation rank Légãmã,gbǎtì
grass hut in fields for storing yams,gbàvũn
quickly,gbawayǐ
indefinite| innumerable,gbǎ wùrù
very (large),gbáwúyí
to despise| slight| insult,gbàyě
long-eared Hausa sheep,gbã̀lã̀mi
to be artful| shrewd| sensible,gbã́n
to intoxicate| stupefy| overwhelm,gbãn
to mate (animals),gbãn
to delay,gbãn
to swing| whirl,gban
to be thick (as oil),gbã̀n
to be weary| paralysed| lifeless| withered| faded,gbã̀n
to unravel,gbã̀n
hornbill,gbãndũngbãndũn
cold season| winter (January),gbãnfèrè
tree species,gbã̀ngãnã́ci
cleat/pole on outside of roof to stand and reach top,gbãngbã́n
intelligent| sensible| wise,gbã́ngbã̌n
heavy (blacksmithing),gbã́ngbã̂n
slowly| lifelessly,gbã̀ngbã̀n
tightly| securely,gbã́ngbã́ngbã́nnyí
very (large),gbãngbãngbãnnyǐ
very (large),gbã́ngbã́nnã́kóyí
tightly| securely,gbã́ngbã́nnyí
beetle species,gbãngṹnnú
sling for throwing stones,gbãnjèrè
delay,gbãnkógi
to snore,gbã̀nlegbã̀n
small red insect with first rains| also trade velvet name,gbãnmã
thick (liquids),gbã̀nnã̀
slowly| lifelessly,gbã̀nnã̀gbã̀nnã̀yǐ
long (time),gbãnnãnãyǐ
numb| lifeless,gbã̀nnã̀yǐ
tightly| securely,gbã́nnyí
rank held by the chief of Kiʒi,gbãnsã
very (dry| brittle),gbã́nsã́yí
sword belt,gbã̀nʃì
to be lonesome,gbã̀nyé
to mow,gbe
to hunt,gbe
tree species,gbéci
Nupe sub-tribe,Gbedègi
shackles,gbedéngbě
to hunt,gbegbè
high ground,gbegbentí
mane,gbegbenyì
falteringly| brokenly,gběgběyí
snake species,gbèjì
bird species,gbelǔgi
fish species,gbènãdĩn
indeed,gběnìgbě
very (stooped),gběnyí
root| relation| pedigree,gbèrè
small drum (tsari set),gbérégi
non-Muslim| traditionalist,gbérí
top| pinnacle,gbètí
to stare,gbeyé
salutation for rank Gbãnsã,gbě zà dã kú
(reduplication prefix for gbe/gbo/gbya),gbi
owl species,gbìgbì
(reduplication prefix for gbãn/gbĩn),gbĩn
to lose| destroy| damn| sink| perish,gbĩ́n
to boil,gbĩn
to swim,gbĩn
to fall (tree/house),gbĩǹ
to expectorate| spit,gbĩǹ
to grunt/sob/groan/moan,gbĩndũ̀n
to ask,gbĩ́ngã̀
cattle tick,gbĩngbyãnniã
beetle that stays still when touched| a fit,gbĩ́ngbyã́nnyã́kú
lost/damned person,gbĩngbĩ́nci
to be lost| stray,gbĩ́nká
ruins (fallen house/wall),gbĩnkpè
to expectorate/spit,gbĩn mic̀ĩ́nní
bean sp.| stem fibre used for strong rope,gbĩ́nni
to kill,gbĩ́ntí
to cross (road/water)| break (law),gbĩntú
lost in thought| stupid,gbĩ́nyè
lost/out of sight,gbĩ́nyé
to bark (dog),gbó
to be large/big (large diameter),gbó
to lie,gbo
to rub| file,gbo
stable| horse stall,gbodo
heald frame,gbodo
pelican,gbòdo
leach pot,gbodo
very (long),gbódógbódóyí
incessantly,gbódogbòdogbodoyi
venereal disease,gbòdòngǐ
clay pit,gbodonjì
apprentice| amateur,gbòdùwà
quick| sharp| shrewd,gbódzú
(sl.) to hoe (“rub the handle”),gbo'fú
to be large,gbógbà
end| finish,gbogbo
poke (stick on animal’s neck),gbogbó
shackles,gbogbó
large,gbogbogbokó
high ground,gbogbontí
top/bottom cross sticks of upright weaving frame,gbogboro
completely,gbogboyǐ
one-string fiddle,gbòge
tree species,gbogí
baboon,gbògì
immediately| directly,gbógianí
invalid| debility,gbògũ̌n
echo (person/spirit),gbogũ̀n
very (large),gbogũ̀ngbogũ̀nyǐ
strong| hard| tough,gbóká
trunk| stump| butt,gbòkò
tree species (also fùci, kokongigà),gbokoci
thick,gbókpãn
deny| contradict| argue| wrangle,gbómi
cake from bean flour,gbonkùrù
coils/curls of hair,gbongà
raised/high spot on ground,gbòngbò
saucily,gbòngbò
salutation for rank Gídégi,Gbòngboro dagba
small wind instrument,gbongṹnnú
silk worm,gbonkukù
(sl.) to hoe,gbo'nu
stupidly,gbonyí
very (large),gborígborì
mumps,gborígborì
straight| level| accurate,gboró
pit holes| hollows| ups/downs in a road,gbòrǒ
second nature| routine (“rub forward/back”),gborogboʒĩ̌n / gbologboʒĩ̌n
very (large),gbórógbóróyǐ
rough,gbórogbòro
to be large,gbótà
sixteen thousand,gbototá
ten thousand,gbotsũn
twelve thousand,gbotswanyì
fourteen thousand,gbotwabà
eighteen thousand,gbotwani
salutation for ranks Kpòtũn & Ndǎ Góro,gbòyǎfàru
stupidly,gboyí
to hide,gbozũn

(reduplication prefix for gbo/gbu/gbwõ),gbu
stupidity,gbugbuke
gurglingly,gbǔgbǔnyí
munchingly,gbùrǔgbùrǔnyi
to become undone/loose,gbwõ̌
charm to loosen cords/bands,gbwõ̌ dĩǹ
sediment,gbwõ̀dwõ̀
vendors’ call for fresh okra,gbwõ̀dwõ̀
curved rafters,gbwõ̀dwõ̀
muddy| mushy,gbwõ̀dwõ̀
slowly,gbwõ̀dwõ̀
refuse place,gbwõ̌ dzwõ
knock-knees,gbwõ̀gbwõ
lumps in gruel,gbwõ̀lwõ̀gi
very (large),gbwõntibwõntǐ
large dragging rope on a seine,gbwõ̌ rwõ̌
slippery| slimy,gbwõ̀rwõ̀
sound of falling flat,gbwõ̀nyǐ

to strip off (roof grass),gbyá
very (soft/mushy),gbyàdyàyǐ
cucumber,gbyàja
profusely| copiously,gbyàlyàyǐ
very (large),gbyàntya
very (large),gbyã́ngbyã̂ nnyǐ
very (bloated/swollen),gbyãngbyannyí
heavily,gbyã̀ngbyã̀nnyǐ
sodden| filthy,gbyã̀ngbyã̀nnyǐ
very (thin),gbyã́ngbyã́nnyã̀wǔgi
very (large),gbyã̀ngùn
thin| slender| lean,gbyã́nnyã́gǐ
to be numb| lifeless,gbyã̀nnyã̀yǐ
very (large),gbyã́ntyã
very (large),gbyã̂ nnyǐ
heavily,gbyã̀nnyǐ

to be good| nice| fine| pretty,ge
rank/office chief of Jebba (salutation Kobo),gěbà
big (insult word),gedayǐ
local beer,gedéngbé
to be better,ge gã
to be the best,ge gã kpátá
very (thin),gégérégǐ
fruit of lwõrwõnci tree,gegèza
tree species,gegezàgi
to be cooked/ripe/healed/done,génã
large| stout,gendè
clang of bell/forge,géngén
quickly,gerě
very (large),gerentě
hard| tough,geréwú
very (dry),géwúyí
fringe,gèza
tree species (often on ant hills),gèza
(reduplication prefix ga/gã/ge/gi/go),gi
to eat| devour| gnaw| wear,gí
to stand,gí
suffix meaning “small”,-gi
charm to prevent taking something,gyagyá
loosely,gyàgyàgyàgyàyǐ
very (many),gyágbwṍyí
bare,gyákogyàkógǐ
salutation for rank Ndǎ Lile,gí ákũ̀n
Affection|gyà mã̌ fi dòʒì
Chameleon|gyamã
Earthen plates used in the making of floors|gyàmã̌
Caterpillar|gyamãtsugi
To have a burrowing abscess|gyàmù
Large bird like a marabout stork|gyangalú
Flat-footedly|gyántógyántóyí
Reconciliation|gyaria
To trim the hair or beard| to shave|gyaria
Long|gyàrià
Small ants that carry away dead insects|gyáʃìngíagi
Small|gyáʃiágǐ
Very (many)|gyáswṍnyí
Very (fine)|gyã̀niã̌ gyã̀nyã̀yi
Genital disease|gíbagíba
Wretch|gibi
Self respect| self esteem|gibó
Design in embroidery|gidarinã
Rank among the followers of the ʃiábà|gídégi
Salutation for the rank, Tswânkú|gidí
Frolic| frisk|gǐdìgbà
Kakanda drum| a wooden drum| an open trough hung up in the farm and struck with two sticks to frighten birds| now no longer in use|gìdìgbǒ
Hurriedly| hastily|gìdìgìdì
Very (many)|gídigìdiyí
Bird's craw|gǐfi
Salutation for the rank, Ndǎkótsu|gígãká
Young (refers only to animals)|gigi
An Asben horse|gigi ázúbì
Very (little)|gíkágǐ
Gums|gikũ̀n
To stand| to cease| to stop|gíkĩnni
Tree species|gimã̀ci
Salutation for the ranks, Nnã̌ fyãnyã́, and Nã́gènǔ|gímbà
Gossiper| tattler (lit. one who stands both inside and outside of the compound)|gí 'mì gí dê gǐ
To argue|gímikpá
Initial reduplication prefix for verbs with initial syllable, gĩn|gĩn
To grind corn the second time|gĩn
Salutation for the rank, Yìtsà|gí 'nã gbã̀nwǒ
Poisonous plant|gíncitsu
Tether rope|gindi
Skin disease|gimfùrù
Fingers| toes|gingĩnni
Salutation common to all weavers|gínkokoro
Tongue|gintara
To mutter| to murmur| to grumble|gĩntĩǹ
Pestle|gĩ́ntũ̀n
Rank among native princes (salutation Kobo)|ginyã́
Kestrel or sparrow-hawk|gírá
Eagle|gírádĩnkó̀
Very (large)|gírànyǐ
Smoothly|giri
Quickly|gírí
Goblin|gìrǐ
Large|gírì
Dog collar|gìrì
Cloud| mist| fog|gírígíʒì
Skunk|gìrìkó
Suddenness|gìrìku
Only|gǐʃè
Princes or princess| royalty (saluted as Lěramã)|gítsu
Salutation for the ranks, Ndǎèjì, Ùbandawaki|giwa
Conceit| arrogance|giwo
Tear| sap|gíyé
Name|giye
To be overcome (by the sight of)|gíyé yà 'tũn
Shock (of hair)|gìzo
Piles| a boil|gízògi
To confound|gíʒi
To tie| to tether|gó
To grind|go
To take| to accept| to receive| to endure| to bear|gò
To support| to stay| to brace|gò
To go about| to pass around|gòba
See ùbandawaki|gòbandawaki
Silversides, fish species (Brycinus macrolepidotus)|gòbã̀
Vendors' call for elo nuwã|goběle
Large wood weevil|gobi
To be very few or little|gòbogòdã
To draw| to tighten|gòdĩǹ
To camp|gòdò
Pelican|gòdò
Cloth woven on an upright loom|gòdò
To besiege| to camp around a town|gòdò ba eʒì o
When used with the verb jĩn means to substitute|gòdògodo gòdòngo
Well|gòga
To pass| to out-go|gògã
To interpret|gò 'gã̀
Interpreter|gògã̀
Fifteen (also pronounced gwégi, gwógì)|gógì
Black ant which burrows in the ground|gogo
Very (warm)|gógógógóyí
High ground|gogontí
Very (high)|gogorokóyí
Hatchet used for cutting horse feed|gǒke
Small|gókpágǐ
To struggle to break away (as one who wants to fight)|gòkũ̀n
Fish species|gòlěngi
Salutation common to all woodcarvers (lit. take the birds' sleeping place)|gò 'lǔ le 'bà
Rather| instead|gòmã̀gǎ
Grass species (bark used for binding)|gómbara
Weed species (oil taken| root used for red dye)|gómbara 'bági
To reply| to answer| to acknowledge|gòmi
Large baggy embroidered trousers|gonã
Grass species much used for thatching|góndzurú
First weeding of the farm after corn planted|gǒngi
Tooth pick|góngĩnni
Clang of a bell or blacksmith's anvil|góngónyí
Grass fields|gónta
Grass (? Ctenium newtonii)|gonti bokun
To become| to suit|gònyi
To be wide| to be broad|gòpè
Very (large)|gorígorì
Doom palm|gòrǐba
Hook|gòrò
Undertakers|goró
Rank among followers of Ndǎ Lile at Mãkwa (salutation Gbòyǎfàru)|Góro
Expression of greatness|gorozo
Very (slender)|gósógósóyí
Upright post to support roof/beam| brace| clamp| vice|gòsũngwa
Green grass snake|gǒwa fumfúrú
Double of the bush cow|goya
Grass fields when overflooded|gǒyà
To replace| to do in return|gòyěgǎ
To interpret|gòyegã̀
Ful∫e, Fulani|gǒyì
Barber|gòzân
Salutation for the chief of Mǔlyà|gǒ 'zà nyíkã̀
Expression of greatness|gozo
To bring up the rear| to be last|gò zũ̀nmã̀
Reduplicating prefix for verbs with initial go, gu|gu
To burst|gú
Two|gúbà
Both|gúbàbà
Smelting works|gǔbàta
Unit|gùda
Black unglazed tobe|gudani
Vendors' call for cooked rice|gùda yěmã̀
Grass species|gǔdègi
Salutation for Ndǎ kútí|gǔdìbo
Very (large)|gúdìkóyí
Descent| steep place| ravine|gùdù
Fowl basket|gudugudu
Everywhere|gúdugùduyí
Help| assistance|gúdùmãwa
Droopingly|gùgùgùgùyǐ
Very (large)|gugugukóyí
Very (many)| plentifully|gúgúrúgúgúrúyí
Empty handed|gugwa
Frontal of a child's head|gùjià
Vulture|gùlǔ
Fly-wheel on a spinning spindle|gùlǔlù
Marabou stork|gùmã̀dzà
Tightly| closely|gùmba
Beverage made from guineacorn flour, honey and water|gùmba
Initial reduplication prefix for verbs with initial syllable gũn|gun
To meet| to attain| to amount to| to come or join together|gṹn
To compare|gṹn
To sew two edges together|gṹn
To commit| to leave with| to put to|gṹn
To kindle|gṹn
To climb| to ascend|gũn
